index_col,tweet_text,country,no_user_mentions,ukraine,russia,ukrainewar,istandwithukraine,standwithukraineflag,istandwithputin,istandwithrussia,russianukrainewar
7586,year old boy sees world raped soldier front mother find ,Portugal,1,0,1,0,0,0,0,0,0
7587, increases sanctions expands military technical assistance pm ,Spain,0,1,1,0,0,0,0,0,0
7588,oooo ,Sweden,1,0,0,0,0,0,0,0,0
7589, goes around comes around ,United States,0,0,0,0,0,0,0,0,0
7590,russians still shocked steadfastness ukrainian army people remember lukashenko said ,Nicaragua,1,0,0,0,0,0,0,0,0
7591,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,India,1,0,0,0,0,0,0,0,0
7592,attention important course impacts whole world even fraction ,Switzerland,1,1,0,0,0,0,0,0,0
7593,missiles launched cost usd billion could spent hospitals ,Ireland,1,1,1,0,0,0,0,0,0
7594,first person footage ambush ukrainian forces suffered ,Ecuador,1,0,1,1,0,0,0,0,0
7595,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,France,1,0,0,0,0,0,0,0,0
7596,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,United States,1,0,0,0,0,0,0,0,0
7597,hey bev reporting ,United Kingdom,0,0,0,0,0,0,0,0,0
7598,hysterical desire take militants plant related fact ,Netherlands,1,1,0,0,0,0,0,0,0
7599,right eugene kibets trying rescue cat let know successful ,United States,1,1,0,0,0,0,0,0,0
7600,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Japan,1,0,0,0,0,0,0,0,0
7601,year old boy sees world raped soldier front mother find ,United States,1,0,1,0,0,0,0,0,0
7602,troops azovstal mariupol asking extraction alternatively turkey ,Ecuador,1,0,0,0,0,0,0,0,0
7603,sign friendship burned forever ,Italy,1,1,1,0,0,0,0,0,0
7604,update yesterday attack rus hq designed liquidate high value target chief g ,United States,1,1,0,0,0,0,0,0,0
7605,read similar stories isis less horrific russia worse ,Germany,1,0,1,0,0,0,0,0,0
7606,legacy aramark ltd one biggest contractors direct provision centres ireland green par ,Ireland,1,0,0,0,0,0,0,0,0
7607,igor volobuyev vice president gazprombank said left joined territorial defense igor volobuye ,Italy,1,0,1,0,0,0,0,0,0
7608,world focuses families ethiopia face remain forgotten ,Switzerland,1,0,0,1,0,0,0,0,0
7609,house burning town region local residents watched fire melanchologic ,Italy,1,0,1,0,0,0,0,0,0
7610,understand people valiantly fighting tooth amp nail defeat russia forces putin ,Ukraine,1,0,1,0,0,0,0,0,0
7611,hysterical desire take militants plant related fact ,Australia,1,1,0,0,0,0,0,0,0
7612,made handlers choose decide gets attention always curious ,Lebanon,0,1,0,0,0,0,0,0,0
7613,hysterical desire take militants plant related fact ,Mexico,1,1,0,0,0,0,0,0,0
7614,war criminal zelensky wants us believe victim conflict regime responsible fo ,United Kingdom,0,1,0,0,0,0,0,0,0
7615,authorizations yet withdraw russia delhi anthony blinken numerous nations prevented purchasing oil f ,Bangladesh,0,0,1,0,0,0,0,0,0
7616,attention important course impacts whole world even fraction ,Australia,1,1,0,0,0,0,0,0,0
7617,world focuses urge amp un members forget tigray region cut fr ,Sweden,1,1,0,0,0,0,0,0,0
7618,delight ,Ireland,0,0,0,0,0,0,0,0,0
7619,mad war continues onslaught amp civilians suffer earth u thinking life ,Ireland,0,1,1,0,0,0,0,0,0
7620,axis troops captured towns verkhnya rohanka sorokivka momotove last day ,Ukraine,1,0,0,0,0,0,0,0,0
7621,syria amp ukraine wars west losing tisdall tears delicious ,United Kingdom,1,1,0,0,0,0,0,0,0
7622,focuses ukraine war amp allies preparing reinvade ,Sweden,1,1,1,0,0,0,0,0,0
7623,icon among completely destroyed buildings borodyanka ,Netherlands,1,1,0,0,0,0,0,0,0
7624,head office president andriy yermak reported women children elderly ,France,1,1,0,0,0,0,0,0,0
7625,video woman left seriously injured policemen hit repeatedly across head batons ,United Kingdom,1,0,0,0,0,0,0,0,0
7626,th day russian invasion summary situation frontlines including detailed maps available htt ,Dominica,1,0,0,0,0,0,0,0,0
7627,muslims celebrating around world specially bombings hellish att ,France,1,0,0,0,0,0,0,0,0
7628,giving people voice important testimony suspended ,Norway,4,0,0,0,0,0,0,0,0
7629,another horror story liberating occupied territories found dead woman alive child tied ,Portugal,1,0,0,0,0,0,0,0,0
7630,update yesterday attack rus hq designed liquidate high value target chief g ,France,1,1,0,0,0,0,0,0,0
7631,please take moment watch important message ,Côte d'Ivoire,2,0,0,0,0,0,0,0,0
7632,armed forces successfully destroyed another important weapon depot armed forces deep inside ,France,1,0,0,0,0,0,0,0,0
7633,alert routed internet provider skynet servers ,Canada,1,0,0,0,0,0,0,0,0
7634,icon among completely destroyed buildings borodyanka ,Italy,1,1,0,0,0,0,0,0,0
7635,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Ukraine,1,0,0,0,0,0,0,0,0
7636,another flagrant disgusting breach geneva convention guy driving evacuation bus popasna ,Greece,1,0,0,0,0,0,0,0,0
7637,dear muslims servicemen civilians well partners countries armed forces ,Turkey,1,1,0,0,0,0,0,0,0
7638,another horror story liberating occupied territories found dead woman alive child tied ,United States,1,0,0,0,0,0,0,0,0
7639,another russian b obr tank captured ukrainian th air assault brigade east ,Romania,1,1,0,0,0,0,0,0,0
7640,gonna call ,Canada,1,1,0,0,0,0,0,0,0
7641,good night glory ,Australia,1,1,0,0,0,0,0,0,0
7642,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,United States,1,0,0,0,0,0,0,0,0
7643,source ,Ecuador,1,1,0,0,0,0,0,0,0
7644,kutuzivka near kharkiv liberated invaders april th people hug true lib ,Italy,1,0,1,0,0,0,0,0,0
7645,via report w perspective awful story ,United States,1,1,0,0,0,0,0,0,0
7646,presence high ranking official front lines highly unusual comes amid western military analysts ,Germany,1,0,0,0,0,0,0,0,0
7647,icon among completely destroyed buildings borodyanka ,Argentina,1,1,0,0,0,0,0,0,0
7648,mounting evidence canada trained ukrainian extremists gov needs held account experts ,Canada,0,1,0,0,0,0,0,0,0
7649,another horror story liberating occupied territories found dead woman alive child tied ,Italy,1,0,0,0,0,0,0,0,0
7650,russian transport vehicles struck indirect fire azov sof vicinity huliaipole ,Belize,1,1,0,0,0,0,0,0,0
7651,starke rede ,Germany,1,0,0,0,0,0,0,0,0
7652,united states depleted third missiles due donations stock missiles ,Netherlands,1,0,0,0,0,0,0,0,0
7653,food fuel funding wfp tigray operations grinding halt due complete siege imposed govern ,Switzerland,1,0,0,0,0,0,0,0,0
7654,decided build fence border finnish minister interior krista mikkonen said ,United States,1,0,1,0,0,0,0,0,0
7655,year old boy sees world raped soldier front mother find ,Ukraine,1,0,1,0,0,0,0,0,0
7656,another russian b obr tank captured ukrainian th air assault brigade east ,Belize,1,1,0,0,0,0,0,0,0
7657,chancellor scholz right nothing respect pacifism ukrainians would find cynical told hav ,Netherlands,1,0,0,0,0,0,0,0,0
7658,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Finland,1,0,0,0,0,0,0,0,0
7659,ukraine absorbing russian offensive taking heavy casualties ceding ground regrouping ,United States,1,1,0,0,0,0,0,0,0
7660,year old boy sees world raped soldier front mother find ,New Zealand,1,0,1,0,0,0,0,0,0
7661,ukrainian nd mechanized brigade dropped munition onto russian b variant tank dramatic resu ,Belize,1,1,0,0,0,0,0,0,0
7662,combat death puts spotlight americans fighting ukraine abc news ,Italy,0,1,0,0,0,0,0,0,0
7663,new week headline decision meeting rate hike decision wednesday earnings bp abnb shop ,Netherlands,0,0,0,0,0,0,0,0,0
7664,meanwhile ,Ireland,0,1,0,0,0,0,0,0,0
7665,sketch eyewitness photo frightened dog waits patiently person wake elderly woman ,Sweden,1,0,0,0,0,0,0,0,0
7666,update yesterday attack rus hq designed liquidate high value target chief g ,Ukraine,1,1,0,0,0,0,0,0,0
7667,stopped suffered losses fronts today ,Ukraine,1,1,0,0,0,0,0,0,0
7668,year old boy sees world raped soldier front mother find ,United Kingdom,1,0,1,0,0,0,0,0,0
7669,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,United States,1,0,0,0,0,0,0,0,0
7670,state tv mobilising population way seen putin russians told face existential ,Sweden,1,0,0,0,0,0,0,0,0
7671,burn hell ,Poland,2,0,0,0,0,0,0,0,0
7672,almost ,Poland,1,0,0,0,0,0,0,0,0
7673,breaking decision making center found ukraine ,United Kingdom,0,2,0,0,0,0,0,0,0
7674, hope putin graveyard least graveyar ,Romania,4,2,1,0,0,0,0,0,0
7675,azovstal evacuation hours still praying everyone hiding basements get safety ,United Kingdom,1,0,0,0,0,0,0,0,0
7676,dear muslims servicemen civilians well partners countries armed forces ,France,1,1,0,0,0,0,0,0,0
7677,update yesterday attack rus hq designed liquidate high value target chief g ,France,1,1,0,0,0,0,0,0,0
7678,tots amp pears ,Colombia,0,0,0,0,0,0,0,0,0
7679,newspaper asked sergei thinks possible membership h ,Germany,2,1,0,0,0,0,0,0,0
7680,good night glory ,Ukraine,1,1,0,0,0,0,0,0,0
7681,pakistan urges un forget rights violations amid focus ,Norway,2,1,0,0,0,0,0,0,0
7682,every day dozens russian tanks brutalized ukraine please support local farmers working rescue innocent ani ,Sweden,1,1,0,0,0,0,0,0,0
7683, committed working prevent ever beginning foreign minister sergei sai ,Turkey,0,0,1,0,0,0,0,0,0
7684,another n fire ,United States,0,0,1,0,0,0,0,0,0
7685,watch minister wu exclusive interview via global public square discuss lessons ,Colombia,3,0,0,0,0,0,0,0,0
7686,goal simple make sure sees feet see hero adorned pair authentic ,Ukraine,0,0,0,0,0,0,0,0,0
7687,imagine many times car shot forces long engine still drives pe ,United Kingdom,1,0,1,0,0,0,0,0,0
7688,battle putin forces using ,Canada,0,1,0,0,0,0,0,0,0
7689,buy drone like ones call drone commander dc help ukrainians scout ,India,2,0,0,0,0,0,0,0,0
7690,village gorenka elderly lady bakes easter cakes ruined house people lost everything ,Belarus,1,1,0,0,0,0,0,0,0
7691, everything like soviet union also deadline dates amp ever ,United States,1,0,1,0,0,0,0,0,0
7692,know russia mfa spokesperson maria zakharova west help angelina jolie trying ,Jersey,1,1,1,0,0,0,0,0,0
7693,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Poland,1,0,0,0,0,0,0,0,0
7694,good thread unlucky ,Portugal,0,0,1,0,0,0,0,0,0
7695, zelensky told greek ert grateful nazi azov regiment amp quot volunteers amp quot wha ,Ukraine,0,0,0,0,0,0,0,0,0
7696,reminder beloved kyiv ,Ukraine,0,1,0,0,0,0,0,0,0
7697,imagine many times car shot forces long engine still drives pe ,Ireland,1,0,1,0,0,0,0,0,0
7698,head office president andriy yermak reported women children elderly ,United States,1,1,0,0,0,0,0,0,0
7699,mt lb armored personnel carrier two cargo trucks previously captured russian army ,Romania,1,1,0,0,0,0,0,0,0
7700,huge amount raised serious vital cause please help x ,Canada,1,1,0,0,0,0,0,0,0
7701,german chancellor explains caution arming ukraine chancellor olaf scholz said berlin tak ,France,0,1,0,0,0,0,0,0,0
7702,shall pass ,Australia,0,0,1,0,0,0,0,0,0
7703,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Portugal,1,0,0,0,0,0,0,0,0
7704,village gorenka elderly lady bakes easter cakes ruined house people lost everything ,Portugal,1,1,0,0,0,0,0,0,0
7705,year old boy sees world raped soldier front mother find ,Italy,1,0,1,0,0,0,0,0,0
7706,imagine many times car shot forces long engine still drives pe ,Ireland,1,0,1,0,0,0,0,0,0
7707, forces killed young ukrainian mother tied still alive child put mine def ,Canada,0,0,0,0,0,0,0,0,0
7708,chancellor scholz right nothing respect pacifism ukrainians would find cynical told hav ,Germany,1,0,0,0,0,0,0,0,0
7709,un amp operation underway evacuate civilians stricken steel plant coor ,France,2,1,0,0,0,0,0,0,0
7710,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Netherlands,1,0,0,0,0,0,0,0,0
7711,spent nearly year lugansk donbass region working youth amp treated much love amp respect ,Peru,1,1,0,0,0,0,0,0,0
7712,civilians emerging underground af azovstal steelworks mariupol today hard imagine peopl ,United States,1,0,0,0,0,0,0,0,0
7713,olaf scholz hoped would emerge russia invasion ukraine german chancellor passionately ,Germany,1,1,1,0,0,0,0,0,0
7714,vg state presence rumored confirmed evenso ukrainians decimated c post entire airbor ,Portugal,0,0,0,0,0,0,0,0,0
7715,imagine many times car shot forces long engine still drives pe ,Latvia,1,0,1,0,0,0,0,0,0
7716,world focuses urge amp un members forget tigray region cut ,Kuwait,1,1,0,0,0,0,0,0,0
7717,occupiers stealing grain dozens trucks loaded ukrainian grain heading occupied ,Ukraine,1,0,0,0,0,0,0,0,0
7718,drunk cocaine addict celebrating stealing billions us taxpayer funds ,United States,0,1,0,0,0,0,0,0,0
7719,th day russian invasion summary situation frontlines including detailed maps available htt ,France,1,0,0,0,0,0,0,0,0
7720,eu says congress local regional authorities supported ukraine idea twinning ,Indonesia,0,2,0,0,0,0,0,0,0
7721,even coffee ,Isle of Man,1,0,0,0,0,0,0,0,1
7722,russia advancing nowhere front great strategist putin soon suffer another defeat although h ,United Kingdom,1,0,1,0,0,0,0,0,0
7723,update yesterday attack rus hq designed liquidate high value target chief g ,Switzerland,1,1,0,0,0,0,0,0,0
7724,imagine many times car shot forces long engine still drives pe ,Estonia,1,0,1,0,0,0,0,0,0
7725,always opposed mil parades anywhere pma rd march wherever useless cut training time ,Turkey,1,0,0,0,0,0,0,0,0
7726,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,United Kingdom,1,0,0,0,0,0,0,0,0
7727,year old boy sees world raped soldier front mother find ,Ireland,1,0,1,0,0,0,0,0,0
7728,good night glory ,Canada,1,1,0,0,0,0,0,0,0
7729,yesterday moment attack high ranked russian military officers gathered hqs ,Ireland,1,1,0,0,0,0,0,0,0
7730,veterans special forces arrived ,United States,1,1,0,0,0,0,0,0,0
7731,yes little hyundai could certainly mistaken legit military target ,France,1,0,0,1,0,0,0,0,0
7732,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Netherlands,1,0,0,0,0,0,0,0,0
7733,another horror story liberating occupied territories found dead woman alive child tied ,India,1,0,0,0,0,0,0,0,0
7734,world health organization partners ready receive evacuees ,United Kingdom,1,1,0,0,0,0,0,0,0
7735,lavrov statement like warning zelensky way ukraine win resist nuc ,Pakistan,0,1,0,0,0,0,0,0,0
7736,every day dozens russian tanks brutalized ukraine please support local farmers working rescue innocent ani ,Poland,1,1,0,0,0,0,0,0,0
7737,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Mexico,1,0,0,0,0,0,0,0,0
7738,eu says congress local regional authorities supported ukraine idea twinning ,Indonesia,0,2,0,0,0,0,0,0,0
7739,message zelensky ,Greece,1,1,0,0,0,0,0,0,0
7740,olaf scholz hoped would emerge russia invasion ukraine german chancellor passionately ,Ireland,1,1,1,0,0,0,0,0,0
7741,year old boy sees world raped soldier front mother find ,Ireland,1,0,1,0,0,0,0,0,0
7742,promote ,United States,1,0,0,0,0,0,0,0,0
7743, regime nazi crimes ,United Kingdom,0,1,0,0,0,0,0,0,0
7744,almost ,Australia,1,0,0,0,0,0,0,0,0
7745,know russia mfa spokesperson maria zakharova west help angelina jolie trying ,Canada,1,1,1,0,0,0,0,0,0
7746,almost ,Thailand,1,0,0,0,0,0,0,0,0
7747,supported embargo oil imports russia german government supported plans uni ,Canada,1,0,1,0,0,0,0,0,0
7748,redacted w clayton morris cover getting worse amp covert illegal funding ,France,1,1,0,0,0,0,0,0,0
7749,ukrainian nd mechanized brigade dropped munition onto russian b variant tank dramatic resu ,Germany,1,1,0,0,0,0,0,0,0
7750,footage evacuation civilians source ,Portugal,1,2,0,1,0,0,0,0,0
7751,april assessment highlight forces appear increasingly unlikely achieve major advances eastern ,Canada,1,0,0,0,0,0,0,0,0
7752,year old boy sees world raped soldier front mother find ,Canada,1,0,1,0,0,0,0,0,0
7753,wave terror gem book ,Canada,0,1,1,0,0,0,0,0,0
7754,turned old factory called troll farm spread disinformation target ,Canada,1,0,1,0,0,0,0,0,0
7755,today control terrain map invasion axis ,Japan,2,1,1,0,0,0,0,0,0
7756,missiles launched cost usd billion could spent hospitals ,Ireland,1,1,1,0,0,0,0,0,0
7757,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Ireland,1,0,0,0,0,0,0,0,0
7758,world focuses urge amp un members forget tigray region cut ,Switzerland,1,1,0,0,0,0,0,0,0
7759,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,United States,1,0,0,0,0,0,0,0,0
7760,perhaps rake forests vigorously ,Canada,1,0,0,0,0,0,0,0,0
7761,olaf scholz hoped would emerge russia invasion ukraine german chancellor passionately ,Denmark,1,1,1,0,0,0,0,0,0
7762,world focuses urge amp un members forget tigray region cut fro ,Sweden,1,1,0,0,0,0,0,0,0
7763,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Canada,1,0,0,0,0,0,0,0,0
7764,today control terrain map invasion axis ,Singapore,2,1,1,0,0,0,0,0,0
7765,one swing tomahawk separated head neck flew air landed eager arms th ,Ukraine,0,0,0,0,0,0,0,0,0
7766,russia advancing nowhere front great strategist putin soon suffer another defeat although h ,Portugal,1,0,1,0,0,0,0,0,0
7767,ppn world news may russia sweden airspace angelina jolie lviv artillery shell ,South Africa,1,0,1,0,0,0,0,0,0
7768,world focuses urge amp un members forget tigray region cut fro ,Switzerland,1,1,0,0,0,0,0,0,0
7769,missiles launched cost usd billion could spent hospitals ,France,1,1,1,0,0,0,0,0,0
7770, annexation annexed austria nazi germany annexed expa ,Belgium,0,0,1,0,0,0,0,0,0
7771,another horror story liberating occupied territories found dead woman alive child tied ,Ukraine,1,0,0,0,0,0,0,0,0
7772,icon among completely destroyed buildings borodyanka ,Spain,1,1,0,0,0,0,0,0,0
7773,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,France,1,0,0,0,0,0,0,0,0
7774,imagine many times car shot forces long engine still drives pe ,Paraguay,1,0,1,0,0,0,0,0,0
7775,avril france ,France,1,1,0,0,0,0,0,0,0
7776, foreign minister sergei lavrov president zelensky jew negate nazism aft ,Germany,0,1,1,0,0,0,0,0,0
7777,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,France,1,0,0,0,0,0,0,0,0
7778, view states policy fair take reciprocal measures confiscate assets said ,Australia,0,0,1,0,0,0,0,0,0
7779,perhaps rake forests vigorously ,New Zealand,1,0,0,0,0,0,0,0,0
7780,another horror story liberating occupied territories found dead woman alive child tied ,Lithuania,1,0,0,0,0,0,0,0,0
7781,every day dozens russian tanks brutalized ukraine please support local farmers working rescue innocent ani ,New Zealand,1,1,0,0,0,0,0,0,0
7782,putin goes nuclear u congress prepared resolution introduction american troops ukraine ,Zimbabwe,1,1,0,0,0,0,0,0,0
7783,traumatised life alive soldiers among helping crawl freedom survival ,Greece,1,1,0,0,0,0,0,0,0
7784,ukraine absorbing russian offensive taking heavy casualties ceding ground regrouping ,Ukraine,1,1,0,0,0,0,0,0,0
7785,watch hunts traitors support online ,United Kingdom,1,1,1,0,0,0,0,0,0
7786,promote ,United States,1,0,0,0,0,0,0,0,0
7787,another flagrant disgusting breach geneva convention guy driving evacuation bus popasna ,Greece,1,0,0,0,0,0,0,0,0
7788,senior lieutenant th brigade describes soldiers st battalion executing ,Sweden,1,1,0,0,0,0,0,0,0
7789,year old boy sees world raped soldier front mother find ,Canada,1,0,1,0,0,0,0,0,0
7790,stream yesterday great success thank coming supporting cause big shoutout ,Germany,1,0,0,0,0,0,0,0,0
7791,icon among completely destroyed buildings borodyanka ,Mexico,1,1,0,0,0,0,0,0,0
7792,ukraine absorbing russian offensive taking heavy casualties ceding ground regrouping ,Canada,1,1,0,0,0,0,0,0,0
7793,false flag modus operandi work people shown wearing white armbands sign ,Ireland,1,0,0,0,0,0,0,0,0
7794,update yesterday attack rus hq designed liquidate high value target chief g ,France,1,1,0,0,0,0,0,0,0
7795,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,France,1,0,0,0,0,0,0,0,0
7796,missiles launched cost usd billion could spent hospitals ,Netherlands,1,1,1,0,0,0,0,0,0
7797,happy soldiers celebrate amazing rise ruble trade value higher feb ,Chile,1,0,1,0,0,0,0,0,0
7798,alert routed internet provider skynet servers ,United Kingdom,1,0,0,0,0,0,0,0,0
7799,people stop using designed brainwashing infiltrating,Hong Kong,0,0,0,0,0,0,0,0,0
7800, know pls help ukraine people ,Ecuador,4,1,0,0,0,0,0,0,0
7801, russia already paving way takeover moldova sunday times plan whatever want ,Ukraine,0,0,2,0,0,0,0,0,0
7802,ukraine absorbing russian offensive taking heavy casualties ceding ground regrouping ,Canada,1,1,0,0,0,0,0,0,0
7803,year old boy sees world raped soldier front mother find ,Canada,1,0,1,0,0,0,0,0,0
7804,russia advancing nowhere front great strategist putin soon suffer another defeat although h ,Sweden,1,0,1,0,0,0,0,0,0
7805,ukraine absorbing russian offensive taking heavy casualties ceding ground regrouping ,Sweden,1,1,0,0,0,0,0,0,0
7806,six weeks operation patients treated shut field hospital western ,United States,0,0,0,0,0,0,0,0,0
7807,year old friendship co operations sectors space ,India,0,0,1,0,0,0,0,0,0
7808,civilians evacuated bunkers mariupol steel works inte ,Qatar,0,0,0,0,0,0,0,0,0
7809,sunflower season charity anthology proceeds ukrainian humanitarian relief bestselling historical autho ,United Kingdom,1,0,0,0,0,0,0,0,0
7810,breadbasket world bread lines war continues joins odesa airing ,Ireland,3,1,0,0,0,0,0,0,0
7811,huge amount raised serious vital cause please help x ,Costa Rica,1,1,0,0,0,0,0,0,0
7812,good night glory ,Canada,1,1,0,0,0,0,0,0,0
7813, would need huge amphibious assault mines neptunes minus one heavy cruiser large ,Portugal,1,0,0,0,0,0,0,0,0
7814,responds fan driven effort birthday resulting donations support ,Costa Rica,3,1,0,0,0,0,0,0,0
7815, much longer going allow pantomime continue ,United Kingdom,1,0,1,0,0,0,0,0,0
7816,alert routed internet provider skynet servers ,Germany,1,0,0,0,0,0,0,0,0
7817,icon among completely destroyed buildings borodyanka ,Greece,1,1,0,0,0,0,0,0,0
7818,another horror story liberating occupied territories found dead woman alive child tied ,Canada,1,0,0,0,0,0,0,0,0
7819,soon first stage azovstal evacuation ended today starts hitting building regardles ,Denmark,1,0,1,0,0,0,0,0,0
7820,thread listing sabotage russia april ,France,1,0,2,0,0,0,0,0,0
7821,saturday angelina jolie lviv today ,Canada,1,1,0,0,0,0,0,0,0
7822,another day another russian empire war crime ,Ireland,0,1,0,0,0,0,0,0,0
7823,gotta love politics lmao old convo serves remind us true miracle ,Cyprus,0,0,0,0,0,0,0,0,0
7824,missiles launched cost usd billion could spent hospitals ,United Kingdom,1,1,1,0,0,0,0,0,0
7825,put shoes hes goner cronies either assassinated comits sui ,United Kingdom,0,0,0,0,0,0,0,0,0
7826, think parish looking ,United Kingdom,2,0,0,0,0,0,0,0,0
7827,another horror story liberating occupied territories found dead woman alive child tied ,Sweden,1,0,0,0,0,0,0,0,0
7828,people republic china economy continues collaps local cities china serious debt crisis ,United Kingdom,1,0,0,0,0,0,0,0,0
7829,heavy smoke belgorod apparently yet another explosion ,Sweden,1,0,1,0,0,0,0,0,0
7830,team action support together partners,Spain,2,0,0,0,0,0,0,0,0
7831,via report w perspective awful story ,United States,1,1,0,0,0,0,0,0,0
7832,read similar stories isis less horrific russia worse ,United States,1,0,1,0,0,0,0,0,0
7833,every day dozens russian tanks brutalized ukraine please support local farmers working rescue innocent ani ,United Kingdom,1,1,0,0,0,0,0,0,0
7834,lost sunday orlan drones ,Romania,1,1,1,0,0,0,0,0,0
7835,years ago joined today ever must strengthen based values unity ,Canada,1,0,0,0,0,0,0,0,0
7836,olaf scholz hoped would emerge russia invasion ukraine german chancellor passionately ,Ukraine,1,1,1,0,0,0,0,0,0
7837,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,France,1,0,0,0,0,0,0,0,0
7838,focuses ukraine war amp allies preparing reinvade ,Israel,1,1,1,0,0,0,0,0,0
7839,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Chile,1,0,0,0,0,0,0,0,0
7840,civilians emerging underground af azovstal steelworks mariupol today hard imagine peopl ,Germany,1,0,0,0,0,0,0,0,0
7841,took latvia years regaining independence join eu years ago help ukraine ,Canada,0,1,0,0,0,0,0,0,0
7842,idea people suffered traumatic events lived throu ,Ireland,0,0,0,0,0,0,0,0,0
7843, yes see azov torture kill killing civilians crosses paths,Canada,1,1,0,0,0,0,0,0,0
7844,another day another russian empire war crime ,United States,1,1,0,0,0,0,0,0,0
7845,speaker pelosi known interest international relations around years recall ,Jersey,1,0,0,0,0,0,0,0,0
7846,ignored given going larger conflict little bit paranoid ,Canada,0,0,1,0,0,0,0,0,0
7847,interesting development entirely unexpected many major wars find foreign legion style units ,Germany,1,0,0,0,0,0,0,0,0
7848, tesla offer make chargers cars available war ,South Africa,2,1,0,0,0,0,0,0,0
7849, please stop war ,France,1,1,0,0,0,0,0,0,0
7850,mytishchi barely minutes kremlin fuel oil tanks set fire longer humanly possibl ,Canada,1,0,0,0,0,0,0,0,0
7851,good night glory ,India,1,1,0,0,0,0,0,0,0
7852,hey mr money bags ,United Kingdom,4,1,0,0,0,0,0,0,0
7853,ukraine absorbing russian offensive taking heavy casualties ceding ground regrouping ,Germany,1,1,0,0,0,0,0,0,0
7854,stealing agricultural hardware big style ,Denmark,1,1,0,0,0,0,0,0,0
7855,bizarre take global times biden deceiving americans us involvement ukraine mo ,Australia,0,1,0,0,0,0,0,0,0
7856,april assessment highlight forces appear increasingly unlikely achieve major advances eastern ,United Kingdom,1,0,0,0,0,0,0,0,0
7857,photo op ,United States,1,1,0,0,0,0,0,0,0
7858,proudly show support people ukraine wear shirt grab one ,United States,0,1,0,0,1,0,0,0,0
7859,thought preparation evident many russian war crimes chilling mind numbing,Germany,1,0,0,0,0,0,0,0,0
7860,love money anything ,United States,6,0,0,0,0,0,0,0,0
7861,ukraine hit another russian facility russia said ukraine hitting russia ffs wake ru ,Italy,0,2,2,0,0,0,0,0,0
7862,today beginning evacuation ukrainian citizens besieged city mariupol ukraine auspices ,Canada,1,1,0,0,0,0,0,0,0
7863,scholz fire cc ,Germany,1,0,0,0,0,0,0,0,0
7864, firm provided capital firms behind creation ,Sweden,0,1,0,0,0,0,0,0,0
7865,see sun long imagine terror bunker started ,Ukraine,1,0,0,0,0,0,0,0,0
7866,head office president andriy yermak reported women children elderly ,Hong Kong,1,1,0,0,0,0,0,0,0
7867,chancellor booed heckled grassroots union rally explains germany sending ,Germany,2,0,0,0,0,0,0,0,0
7868,indicter talked french journalist ant reporting since befo ,France,2,0,0,0,0,0,0,0,0
7869,drug test find answer ,Australia,0,1,1,0,0,0,0,0,0
7870,another horror story liberating occupied territories found dead woman alive child tied ,France,1,0,0,0,0,0,0,0,0
7871,new may june issue new dawn magazine dropped featuring mainstream media ,United Kingdom,2,0,0,0,0,0,0,0,0
7872,lost sunday orlan drones ,Italy,1,1,1,0,0,0,0,0,0
7873,portishead playing first show years tomorrow night aid ukraine amp watch online ,Australia,2,1,0,0,0,0,0,0,0
7874,goodnight stay safe one including little patron little minesweeping hero ,Ireland,1,1,0,0,0,0,0,0,0
7875,still control despite repeated claims glory htt ,Sweden,1,1,0,0,0,0,0,0,0
7876,glory misha ,Australia,0,1,0,0,0,0,0,0,0
7877,another one ,United States,0,0,0,0,0,0,0,0,0
7878,greetings ukrainian labour movement statement pictures stories r ,Ukraine,2,0,0,0,0,0,0,0,0
7879,melitopol victory banner raised main flagpole city former ,Italy,1,1,0,0,0,0,0,0,0
7880, chief gen staff gerasimov got shrapnel wound upper leg strike killed maj gen andr ,Canada,0,0,0,0,0,0,0,0,0
