index_col,tweet_text,country,no_user_mentions,ukraine,russia,ukrainewar,istandwithukraine,standwithukraineflag,istandwithputin,istandwithrussia,russianukrainewar
2555,year old boy sees world raped soldier front mother find ,Canada,1,0,1,0,0,0,0,0,0
2556,promote ,India,1,0,0,0,0,0,0,0,0
2557,full translation scholz continue support ukraine money humanitarian aid also hav ,Sweden,1,1,0,0,0,0,0,0,0
2558,another horror story liberating occupied territories found dead woman alive child tied ,Finland,1,0,0,0,0,0,0,0,0
2559,railway bridge destroyed kursk region later governor region said collapse railway bridg ,United Kingdom,1,0,0,0,0,0,0,0,0
2560,imagine many times car shot forces long engine still drives pe ,Finland,1,0,1,0,0,0,0,0,0
2561,going viral right social media sir ian mckellen spotted despite city still ,Singapore,1,1,0,0,0,0,0,0,0
2562,us armed got tunnel vision fighting forgot many decades foreign policy ,Italy,1,1,1,0,0,0,0,0,0
2563,rumour going around may th declare dnr lnr part feder ,Canada,1,0,0,0,0,0,0,0,0
2564,azovstal evacuation hours still praying everyone hiding basements get safety ,Canada,1,0,0,0,0,0,0,0,0
2565,swedish prime minister refuses vote nato membership ,Lebanon,1,1,0,0,0,0,0,0,0
2566,head parliament committee health issues mikhail called open receptio ,Germany,1,1,0,0,0,0,0,0,0
2567,according foreign minister bolsonaro erdogan leaders ready visit moscow talk ,Singapore,1,1,0,0,0,0,0,0,0
2568,engaged large scale looting theft priceless art works museums latest ancient ,United States,1,1,1,0,0,0,0,0,0
2569,railway bridge destroyed kursk region later governor region said collapse railway bridg ,Sweden,1,0,0,0,0,0,0,0,0
2570,supported embargo oil imports russia german government supported plans uni ,Chile,1,0,1,0,0,0,0,0,0
2571,olaf scholz hoped would emerge russia invasion ukraine german chancellor passionately ,Portugal,1,1,1,0,0,0,0,0,0
2572,respect forms pacifism views must seem cynical ukrainian citizen told ,Sweden,1,0,0,0,0,0,0,0,0
2573,another horror story liberating occupied territories found dead woman alive child tied ,Canada,1,0,0,0,0,0,0,0,0
2574,video smoke rising belgorod ,Japan,1,0,1,0,0,0,0,0,0
2575,full translation scholz continue support ukraine money humanitarian aid also hav ,Portugal,1,1,0,0,0,0,0,0,0
2576,russian btr destroyed ukrainian uav corrected artillery fire battles eastern front ,Singapore,1,1,1,0,0,0,0,0,0
2577, move could presage transfer mig warplanes reached agreement ,Poland,0,1,0,0,0,0,0,0,0
2578,talking ,United States,0,1,0,0,0,0,0,0,0
2579,washing machine stealing army ,Sweden,1,0,0,0,0,0,0,0,0
2580,another horror story liberating occupied territories found dead woman alive child tied ,Denmark,1,0,0,0,0,0,0,0,0
2581,respect forms pacifism views must seem cynical ukrainian citizen told ,Portugal,1,0,0,0,0,0,0,0,0
2582,icon among completely destroyed buildings borodyanka ,France,1,1,0,0,0,0,0,0,0
2583,year old boy sees world raped soldier front mother find ,Singapore,1,0,1,0,0,0,0,0,0
2584,village gorenka elderly lady bakes easter cakes ruined house people lost everything ,Canada,1,1,0,0,0,0,0,0,0
2585,libya losing per day oil stoppage oil minister ,Lebanon,1,1,1,0,0,0,0,0,0
2586,kutuzivka near kharkiv liberated invaders april th people hug true lib ,United States,1,0,1,0,0,0,0,0,0
2587,supported embargo oil imports russia german government supported plans uni ,Canada,1,0,1,0,0,0,0,0,0
2588,looks like may go explain germans obsession hatre ,France,0,0,1,0,0,0,0,0,0
2589,another horror story liberating occupied territories found dead woman alive child tied ,Singapore,1,0,0,0,0,0,0,0,0
2590,axis update forces counterattacked positions heavy artillery tanks infant ,United States,1,0,0,0,0,0,0,0,0
2591,even coffee ,Hong Kong,1,0,0,0,0,0,0,0,1
2592,child zolochiv lived mother jumped top save girl russian shelling ,Canada,1,1,0,0,0,0,0,0,0
2593,challenge less money paid ,France,1,0,1,0,0,0,0,0,0
2594,imagine many times car shot forces long engine still drives pe ,Spain,1,0,1,0,0,0,0,0,0
2595, fire erupted military facility russia belgorod oblast russia accused ukraine shelling nei ,Finland,0,1,2,0,0,0,0,0,0
2596,almost ,Canada,1,0,0,0,0,0,0,0,0
2597,veterans special forces arrived ,Sweden,1,1,0,0,0,0,0,0,0
2598,struggle comprehend ideological roots visit yaroslavl multimedia museum n ,Slovakia,1,0,0,0,0,0,0,0,0
2599,april attacked occupied snake island black sea amp destroyed russian anti air guns one anti ai ,United States,1,1,0,0,0,0,0,0,0
2600, expects fully independent imports late ,India,0,0,1,1,0,0,0,0,0
2601, export since war began,Greece,0,1,1,0,0,0,0,0,0
2602,live freely west complain everything remember next complaint crosses li ,Canada,0,1,0,0,0,0,0,0,0
2603, civilians evacuated steel plant dpr forces ,Canada,0,0,0,0,0,0,0,0,0
2604,uncommon russian ural x armored cabin captured ukrainian forces oblast note ,Canada,1,1,0,0,0,0,0,0,0
2605,huge amount raised serious vital cause please help x ,Canada,1,1,0,0,0,0,0,0,0
2606,year old boy sees world raped soldier front mother find ,Australia,1,0,1,0,0,0,0,0,0
2607,pro russian enclave btw amp printed newspaper dated may tomorrow ,South Africa,0,1,0,0,0,0,0,0,0
2608,another horror story liberating occupied territories found dead woman alive child tied ,Poland,1,0,0,0,0,0,0,0,0
2609,britain taking leadership free world melinda simmons uk amb happy back ,Germany,1,1,0,0,0,0,0,0,0
2610, makes think ant case visibility clearly obviously smaller mexico ,Finland,1,1,0,0,0,0,0,0,0
2611,geopolitics russie ukraine us house speaker nancy pelosi tells ,France,1,1,0,0,0,0,0,0,0
2612,rumour going around may th declare dnr lnr part feder ,Denmark,1,0,0,0,0,0,0,0,0
2613,question becoming weaker axis resistance rejecting us hegem ,Ghana,1,0,0,0,0,0,0,0,0
2614,geopolitics russie ukraine us challenges asking congress ,France,1,1,1,0,0,0,0,0,0
2615,russian tanks blasted bombs dropped ukrainian drone dramatic footage emerged moment pair ,Turkey,0,0,0,0,0,0,0,0,0
2616,ukrainian av ural additional era destroyed russian forces oblast ,Canada,1,1,0,0,0,0,0,0,0
2617,let join hands fostering ai ml ,Kenya,0,0,0,0,0,0,0,0,0
2618,still control despite repeated claims glory htt ,Ireland,1,1,0,0,0,0,0,0,0
2619,millions children across flee homes since russia bloody invasion began one children ho ,Switzerland,1,1,1,0,0,0,0,0,0
2620, abandoned region cutting internet mobile connection ,Ukraine,0,1,0,0,0,0,0,0,0
2621,david arahamiya real war ,Ukraine,0,1,1,1,0,0,0,0,0
2622,even coffee ,Latvia,1,0,0,0,0,0,0,0,1
2623,supported embargo oil imports russia german government supported plans uni ,United States,1,0,1,0,0,0,0,0,0
2624,child zolochiv lived mother jumped top save girl russian shelling ,Canada,1,1,0,0,0,0,0,0,0
2625,russian btr armored personnel carrier destroyed fire gvozdika mm self propelled howitzer ,Canada,1,1,0,0,0,0,0,0,0
2626,may longer reject iranian request buy missile defence systems longer concerned sale ,Netherlands,1,0,1,0,0,0,0,0,0
2627,lyudmyla panchenko ukrainian artist spent weeks occupation alone bed ridden without f ,Finland,1,0,1,0,0,0,0,0,0
2628,hacking limits war made free ,United States,0,1,1,0,0,0,0,0,0
2629,azovstal evacuation hours still praying everyone hiding basements get safety ,Ukraine,1,0,0,0,0,0,0,0,0
2630,peace portrait president volodymyr support ukrainian people victims war ,Portugal,1,1,0,0,0,0,0,0,0
2631,civilian evacuation mariupol postponed tomorrow security reasons meanwhile families milita ,Netherlands,1,0,0,0,0,0,0,0,0
2632,another horror story liberating occupied territories found dead woman alive child tied ,Norway,1,0,0,0,0,0,0,0,0
2633,uncommon russian ural x armored cabin captured ukrainian forces oblast note ,Ukraine,1,1,0,0,0,0,0,0,0
2634,catastrophic explosion claimed russian tank eastern front ,Canada,1,1,0,0,0,0,0,0,0
2635,seems ukraine shortage copium ,Serbia,0,1,0,0,0,0,0,0,0
2636,interesting improvised weapon spotted hands ukrainian troops mt lbu apc modded two b ,Japan,1,1,0,0,0,0,0,0,0
2637, k country supporting like ,Portugal,0,2,1,0,0,0,0,0,0
2638,putin please time shine ,South Africa,0,0,0,0,0,0,0,0,0
2639,networks volunteers across ukraine people talk one knows guy ,Netherlands,1,1,0,0,0,0,0,0,0
2640,servicemen ukrainian army surrendering russian forces battlefield quickly starting ,South Africa,1,1,0,0,0,0,0,0,0
2641,appropriate today russia maniacal cruel war ukraine history repeat f r ,Canada,0,1,1,0,0,0,0,0,0
2642,year old boy sees world raped soldier front mother find ,Mexico,1,0,1,0,0,0,0,0,0
2643,railway bridge destroyed kursk region later governor region said collapse railway bridg ,Estonia,1,0,0,0,0,0,0,0,0
2644,name mind know name lol,Colombia,1,0,0,0,0,0,0,0,0
2645,soldiers seen sexually physically amp mentally torturing male amp female prisoners detaine ,Bulgaria,1,0,0,0,0,0,0,0,0
2646,azovstal evacuation hours still praying everyone hiding basements get safety ,France,1,0,0,0,0,0,0,0,0
2647,latest armchair tv news report thanks ,United States,1,0,1,0,0,0,0,0,0
2648,world focuses urge amp un members forget tigray region cut fr ,Sweden,1,1,0,0,0,0,0,0,0
2649,child zolochiv lived mother jumped top save girl russian shelling ,Ukraine,1,1,0,0,0,0,0,0,0
2650,russia war anything human ,Norway,0,0,1,0,0,0,0,0,0
2651,world focuses urge amp un members forget tigray region cut fro ,Sweden,1,1,0,0,0,0,0,0,0
2652,imagine many times car shot forces long engine still drives pe ,Germany,1,0,1,0,0,0,0,0,0
2653,tokayev new kazakhstan detains without explanation people want protest peacefully support ,Kazakhstan,1,0,0,0,0,0,0,0,0
2654,uncommon russian ural x armored cabin captured ukrainian forces oblast note ,France,1,1,0,0,0,0,0,0,0
2655,zaporizhzhia met many mariupol escapees stayed besieged city weeks fu ,Estonia,1,0,0,0,0,0,0,0,0
2656,imagine many times car shot forces long engine still drives pe ,Ukraine,1,0,1,0,0,0,0,0,0
2657,blasts bombs drones amid carnage shadow war russian side border ,Portugal,1,1,0,0,0,0,0,0,0
2658,missiles launched cost usd billion could spent hospitals ,Spain,1,1,1,0,0,0,0,0,0
2659,imagine many times car shot forces long engine still drives pe ,Estonia,1,0,1,0,0,0,0,0,0
2660,year old boy sees world raped soldier front mother find ,France,1,0,1,0,0,0,0,0,0
2661,railway bridge collapsed across suja near border ,Romania,1,1,0,0,0,0,0,0,0
2662,tv ariel guy recently spoke jobs throughout convid recounted called time amp time ,United Kingdom,0,0,0,0,0,0,0,0,0
2663, strikes supplied european countries airfield near ,France,0,1,1,0,0,0,0,0,0
2664,another arms depot hit today russia airdefense ,Ukraine,0,0,2,0,0,0,0,0,0
2665,even cost many casualties amp evisceration sovereign state let alone ww god speed ,Switzerland,1,1,0,0,0,0,0,0,0
2666,british ministry defense reportedly seen indications russian president putin preparing statement ,Estonia,1,0,0,0,0,0,0,0,0
2667,update yesterday attack rus hq designed liquidate high value target chief g ,Colombia,1,1,0,0,0,0,0,0,0
2668,video russian army destroyed weapons received us europe shocked pro russ ,United States,1,1,0,0,0,0,0,0,0
2669,imagine many times car shot forces long engine still drives pe ,Cyprus,1,0,1,0,0,0,0,0,0
2670,natalia usmanova azovstal staff soldiers came us told us bunker ,United States,1,0,0,0,0,0,0,0,0
2671,child zolochiv lived mother jumped top save girl russian shelling ,Norway,1,1,0,0,0,0,0,0,0
2672,promote ,United States,1,0,0,0,0,0,0,0,0
2673,would love see john finding facts cape flats ,South Africa,1,0,0,0,0,0,0,0,0
2674,looks like ukrainian forces pushing russians away first mentioning staryi saltiv evening r ,Estonia,1,0,0,0,0,0,0,0,0
2675,year old boy sees world raped soldier front mother find ,United States,1,0,1,0,0,0,0,0,0
2676,pelosi amp top dems posing photo op installed zelensky usa drowning peril due democrats ,Georgia,1,0,0,0,0,0,0,0,0
2677,imagine many times car shot forces long engine still drives pe ,Argentina,1,0,1,0,0,0,0,0,0
2678,gonna call ,Canada,1,1,0,0,0,0,0,0,0
2679,year old boy sees world raped soldier front mother find ,United Kingdom,1,0,1,0,0,0,0,0,0
2680,azovstal evacuation hours still praying everyone hiding basements get safety ,Estonia,1,0,0,0,0,0,0,0,0
2681,speaker pelosi known interest international relations around years recall ,Canada,1,0,0,0,0,0,0,0,0
2682,azerbaijan closed airspace russian military airplanes result russian military aircrafts carrying military car ,Finland,1,0,0,0,0,0,0,0,0
2683,another horror story liberating occupied territories found dead woman alive child tied ,Ukraine,1,0,0,0,0,0,0,0,0
2684,another horror story liberating occupied territories found dead woman alive child tied ,Latvia,1,0,0,0,0,0,0,0,0
2685,year old boy sees world raped soldier front mother find ,Ukraine,1,0,1,0,0,0,0,0,0
2686,olaf scholz hoped would emerge russia invasion ukraine german chancellor passionately ,Germany,1,1,1,0,0,0,0,0,0
2687,people moscow set number cars z symbol ablaze ,Cuba,1,1,1,1,0,0,0,0,0
2688,remember times thought isis pure evil today see russian regular army worse ,Ukraine,0,0,0,0,0,0,0,0,0
2689,prayers mom cousin brother appa ,India,8,0,0,0,0,0,0,0,0
2690,eu countries sponsors war months war paid russia billion germany ,Ukraine,1,1,1,0,0,0,0,0,0
2691, parents grandparents children ,Canada,0,0,0,0,0,0,0,0,0
2692,really nuclear edging lately ,Switzerland,0,1,1,0,0,0,0,0,0
2693,russian armored vehicle claimed tank recently destroyed stugna p atgm operator th ,Canada,1,1,0,0,0,0,0,0,0
2694,people including children women elderly evacuated azovstal mariupol ,Kenya,1,1,0,0,0,0,0,0,0
2695,supported embargo oil imports russia german government supported plans uni ,Germany,1,0,1,0,0,0,0,0,0
2696,pro russian enclave btw amp printed newspaper dated may tomorrow breaki ,United Kingdom,1,1,0,0,0,0,0,0,0
2697,gonna call ,Ukraine,1,1,0,0,0,0,0,0,0
2698,newly added russian equipment losses x ka attack helicopter destroyed x unknown tank destroyed ,Denmark,1,0,0,1,0,0,0,0,0
2699,civilian evacuation mariupol postponed tomorrow security reasons meanwhile families milita ,Canada,1,0,0,0,0,0,0,0,0
2700,image ukrainian military sniper volunteer french sniper ukrainian foreign legion e ukraine furth ,Estonia,1,1,0,0,0,0,0,0,0
2701,heavy smoke belgorod apparently yet another explosion ,Indonesia,1,0,1,0,0,0,0,0,0
2702,numbers balance sheet like tanks kalashnikovs ,Finland,0,0,0,0,0,0,0,0,0
2703,excellent breakdown operational situation,Portugal,1,0,0,0,0,0,0,0,0
2704,school troops set later kicked army ,United Kingdom,1,1,0,1,0,0,0,0,0
2705,railway bridge mysteriously collapsed last night sof work doubt glor ,United States,1,1,0,0,0,0,0,0,0
2706,yet another russian ka attack helicopter struck ukrainian stugna p atgm predictable results htt ,Canada,1,1,0,0,0,0,0,0,0
2707,read ukraine tea garden maksym malygin ,India,0,2,0,0,0,0,0,0,0
2708,village gorenka elderly lady bakes easter cakes ruined house people lost everything ,Norway,1,1,0,0,0,0,0,0,0
2709, terrorist attack case opened fact blowing railway bridge kursk region ,Ukraine,0,0,0,0,0,0,0,0,0
2710,fields neo endless fields kia glory ,Ireland,1,1,0,0,0,0,0,0,0
2711,asked post request buying beers bank holiday please go buy chernigivske beer ,United Kingdom,1,1,0,0,0,0,0,0,0
2712,peace everyone collectors nft ,United States,1,1,0,0,0,0,0,0,0
2713,uncommon russian ural x armored cabin captured ukrainian forces oblast note ,Ireland,1,1,0,0,0,0,0,0,0
2714,gets worse worse ,Ireland,0,0,0,0,0,0,0,0,0
2715,newly added ukrainian equipment losses x bayraktar tb ucav destroyed x av mbt destroyed x r ,Sweden,1,0,0,1,0,0,0,0,0
2716,another horror story liberating occupied territories found dead woman alive child tied ,Sweden,1,0,0,0,0,0,0,0,0
2717,ukrainian av ural additional era destroyed russian forces oblast ,Ireland,1,1,0,0,0,0,0,0,0
2718,village gorenka elderly lady bakes easter cakes ruined house people lost everything ,United Kingdom,1,1,0,0,0,0,0,0,0
2719,nancy pelosi walk streets kiev portland cities blm antifa wreaking havoc ,United States,1,0,0,0,0,0,0,0,0
2720,see sound english ,Canada,2,0,0,0,0,0,0,0,0
2721,another horror story liberating occupied territories found dead woman alive child tied ,Poland,1,0,0,0,0,0,0,0,0
2722,icon among completely destroyed buildings borodyanka ,United States,1,1,0,0,0,0,0,0,0
2723,yet another russian ka attack helicopter struck ukrainian stugna p atgm predictable results htt ,Denmark,1,1,0,0,0,0,0,0,0
2724, must special place hell vermin carry atrocities like ,Australia,1,0,0,0,0,0,0,0,0
2725,every western politician diplomat adviser currently involved w must read n ,France,1,1,0,0,0,0,0,0,0
2726,year old boy sees world raped soldier front mother find ,Ireland,1,0,1,0,0,0,0,0,0
2727,russian btr armored personnel carrier destroyed fire gvozdika mm self propelled howitzer ,Ireland,1,1,0,0,0,0,0,0,0
2728,yesterday moment attack high ranked russian military officers gathered hqs ,United States,1,1,0,0,0,0,0,0,0
2729,glory estonia post stamps ,Brazil,1,1,0,0,0,0,0,0,0
2730,year old boy sees world raped soldier front mother find ,Germany,1,0,1,0,0,0,0,0,0
2731,peeps word street via various tradesmen people angry johnson government officials amp longer ,South Africa,1,0,0,0,0,0,0,0,0
2732,child zolochiv lived mother jumped top save girl russian shelling ,Canada,1,1,0,0,0,0,0,0,0
2733,catastrophic explosion claimed russian tank eastern front ,Ireland,1,1,0,0,0,0,0,0,0
2734, grew family sons senators given million dollar show job board seats gas compa ,Jersey,1,0,0,0,0,0,0,0,0
2735,update yesterday attack rus hq designed liquidate high value target chief g ,Paraguay,1,1,0,0,0,0,0,0,0
2736,thats good news ,Georgia,0,0,0,0,0,0,0,0,0
2737,nice compilation glory ,Denmark,1,1,0,0,0,0,0,0,0
2738,sun rising putin still war criminal trump traitor zelensky hero ,Belgium,0,0,0,0,0,0,0,0,0
2739,civilians years children killed yesterday year old amp adults killed makee ,South Africa,1,0,0,0,0,0,0,0,0
2740,wars never meant meant continuous finished year war afghanista ,United States,0,0,0,0,0,0,0,0,0
2741,russia ukraine war enters day ukranian president zelenskyy urges russian soldiers fight russian foreign mini ,India,1,1,1,0,0,0,0,0,0
2742,imagine many times car shot forces long engine still drives pe ,United States,1,0,1,0,0,0,0,0,0
2743,u congressman adam kinzinger announced introduction joint resolution would authorize us forces defend ,Canada,1,0,0,0,0,0,0,0,0
2744,another horror story liberating occupied territories found dead woman alive child tied ,South Africa,1,0,0,0,0,0,0,0,0
2745,great absolutely lauded forget still tens thousands people ,Ukraine,0,0,0,0,0,0,0,0,0
2746, absolutely good hear god help ukraine ,United States,1,2,0,0,0,0,0,0,0
2747,putin portrayed ,France,0,0,1,0,0,0,0,0,0
2748,year old boy sees world raped soldier front mother find ,Hong Kong,1,0,1,0,0,0,0,0,0
2749,memes visit instagram page ,Sweden,1,1,0,1,0,0,0,0,0
2750,actors stars show support peace like ,India,2,0,0,0,0,0,0,0,0
2751,azovstal evacuation hours still praying everyone hiding basements get safety ,Sweden,1,0,0,0,0,0,0,0,0
2752,check girl present ,Ukraine,0,1,0,0,0,0,0,0,0
2753,war disgraceful amp inhumane humankind greatest sin good absolutely nothing enslaves exterminates ,Niger,1,0,0,0,0,0,0,0,0
2754,another horror story liberating occupied territories found dead woman alive child tied ,Italy,1,0,0,0,0,0,0,0,0
2755,mortality among one nations inside empire men aged increased among ,United States,1,0,0,0,0,0,0,0,0
2756,another horror story liberating occupied territories found dead woman alive child tied ,Ireland,1,0,0,0,0,0,0,0,0
2757,newly added russian equipment losses x ka attack helicopter destroyed x unknown tank destroyed ,Sweden,1,0,0,1,0,0,0,0,0
2758,another example little care soldiers tin ballistic prot ,Cuba,1,0,0,0,0,0,0,0,0
2759,john steenhuisen gone matric move phd move vote tweet ,South Africa,1,1,0,0,0,0,0,0,0
2760,update yesterday attack rus hq designed liquidate high value target chief g ,United States,1,1,0,0,0,0,0,0,0
2761,school troops set later kicked army ,Sweden,1,1,0,1,0,0,0,0,0
2762,interesting improvised weapon spotted hands ukrainian troops mt lbu apc modded two b ,Ireland,1,1,0,0,0,0,0,0,0
2763,gonna call ,Ireland,1,1,0,0,0,0,0,0,0
2764,honestly words ,Ireland,0,0,0,0,0,0,0,0,0
2765,pathetic still cheering putin win ,New Zealand,1,1,0,0,0,0,0,0,0
2766,occupied territories military destroying medical infrastructure removing equipment equip ,Norway,1,0,0,0,0,0,0,0,0
2767,catastrophic explosion claimed russian tank eastern front ,United States,1,1,0,0,0,0,0,0,0
2768,update yesterday attack rus hq designed liquidate high value target chief g ,Ukraine,1,1,0,0,0,0,0,0,0
2769,world sees describing epicenter unbearable heartache pain took ,India,2,1,0,0,0,0,0,0,0
2770,azovstal evacuation hours still praying everyone hiding basements get safety ,Netherlands,1,0,0,0,0,0,0,0,0
2771,pitched putin moscow works could win un much needed credibility ,Colombia,1,0,0,0,0,0,0,0,0
2772,wrong attack dangerous escalation punch someone face expect bl ,United Kingdom,1,1,1,0,0,0,0,0,0
2773,chancellor booed heckled grassroots union rally explains germany sending ,Pakistan,2,0,0,0,0,0,0,0,0
2774,olaf scholz hoped would emerge russia invasion ukraine german chancellor passionately ,Georgia,1,1,1,0,0,0,0,0,0
2775,another unexplained explosion taken place inside military installation residents ,Japan,1,0,1,0,0,0,0,0,0
2776,people pray every day people trust love take care heroes may god protect brave soldiers ,Gibraltar,1,0,0,0,0,0,0,0,0
2777,railway bridge mysteriously collapsed last night sof work doubt glor ,Ukraine,1,1,0,0,0,0,0,0,0
2778,red cross started evacuating civilians plant st group p ,United States,2,1,0,0,0,0,0,0,0
2779,year old boy sees world raped soldier front mother find ,United Kingdom,1,0,1,0,0,0,0,0,0
2780,year old boy sees world raped soldier front mother find ,Brazil,1,0,1,0,0,0,0,0,0
2781,icon among completely destroyed buildings borodyanka ,Slovenia,1,1,0,0,0,0,0,0,0
2782, use schools bases pretend targeting school children ,Portugal,0,1,1,0,0,0,0,0,0
2783,ukrainian soldier films two deceased russian soldiers field donbas says lie fertilizer bitch ,United States,1,1,0,0,0,0,0,0,0
2784,priest moscow orthodox church killed cessna plane crash kranoyarsk krai pilot survived ,Romania,1,0,1,0,0,0,0,0,0
2785,series explosions fires military logistics storage points inside used ,Japan,1,0,1,0,0,0,0,0,0
2786,top russian commanders killed one strike general sent front could come right back moscow ,United States,1,0,0,0,0,0,0,0,0
2787,every western politician diplomat adviser currently involved w must read n ,Switzerland,1,1,0,0,0,0,0,0,0
2788,missiles launched cost usd billion could spent hospitals ,Netherlands,1,1,1,0,0,0,0,0,0
2789,governor region said railway bridge near border collapsed due sabo ,United States,1,0,1,0,0,0,0,0,0
2790,another horror story liberating occupied territories found dead woman alive child tied ,Czechia,1,0,0,0,0,0,0,0,0
2791,year old boy sees world raped soldier front mother find ,Georgia,1,0,1,0,0,0,0,0,0
2792,another horror story liberating occupied territories found dead woman alive child tied ,Portugal,1,0,0,0,0,0,0,0,0
2793,another horror story liberating occupied territories found dead woman alive child tied ,Cyprus,1,0,0,0,0,0,0,0,0
2794,look impact mark apfsds round heat jet ,Romania,1,0,0,0,0,0,0,0,0
2795, look coming first light fifth day dawn look east gandalf came ukraine ,Ukraine,0,1,0,0,0,0,0,0,0
2796,omittance wounded fallen intentional fuck precise ,Estonia,2,0,0,0,0,0,0,0,0
2797,tristesse ,France,0,0,0,0,0,0,0,0,0
2798,cyprus children throw stones cars russian flags h ,Belgium,1,1,0,1,0,0,0,0,0
2799,gonna call ,Canada,1,1,0,0,0,0,0,0,0
2800,accurate may th victory parade feature mobile creamatoriums year ,United States,1,0,1,0,0,0,0,0,0
2801,ukrainians missing consequence war aggression ,Netherlands,1,1,1,0,0,0,0,0,0
2802,german intellectuals blaming surrendering warn government delivery heavy weapo ,Germany,1,1,0,0,0,0,0,0,0
2803,supported embargo oil imports russia german government supported plans uni ,Ukraine,1,0,1,0,0,0,0,0,0
2804,british ministry defense reportedly seen indications russian president putin preparing statement ,Singapore,1,0,0,0,0,0,0,0,0
2805,volunteers glory heroes ,United Kingdom,1,1,0,0,0,0,0,0,0
2806,almost ,Romania,1,0,0,0,0,0,0,0,0
2807,speaker pelosi known interest international relations around years recall ,Ukraine,1,0,0,0,0,0,0,0,0
2808,heavy smoke belgorod apparently yet another explosion ,Denmark,1,0,1,0,0,0,0,0,0
2809,imagine many times car shot forces long engine still drives pe ,United States,1,0,1,0,0,0,0,0,0
2810,besser ,Germany,0,0,0,0,0,0,0,0,0
2811,hit times days missiles launched ukraine ,Netherlands,1,2,1,0,0,0,0,0,0
2812,uncommon russian ural x armored cabin captured ukrainian forces oblast note ,Lithuania,1,1,0,0,0,0,0,0,0
2813,people report explosion allegedly took place belgorod region russian telegram channels writ ,Germany,1,0,1,0,0,0,0,0,0
2814,azovstal evacuation hours still praying everyone hiding basements get safety ,Ecuador,1,0,0,0,0,0,0,0,0
2815,thing necessary triumph evil good men nothing time act make impact sta ,Honduras,1,0,0,0,0,0,0,0,0
2816,imagine many times car shot forces long engine still drives pe ,Ecuador,1,0,1,0,0,0,0,0,0
2817,azovstal evacuation hours still praying everyone hiding basements get safety ,South Africa,1,0,0,0,0,0,0,0,0
2818,imagine many times car shot forces long engine still drives pe ,Canada,1,0,1,0,0,0,0,0,0
2819,president ukraine announced beginning evacuation civilians ,Poland,2,1,0,0,0,0,0,0,0
2820,imagine drops bombs hospitals schools ,South Africa,1,1,1,0,0,0,0,0,0
2821,need know ,Netherlands,1,1,1,0,0,0,0,0,0
2822, cuddles ,Germany,0,1,0,0,0,0,0,0,0
2823,oh lol shit flying lol ,Canada,0,0,1,0,0,0,0,0,0
2824, love could meet anyone world wou ,United Kingdom,1,1,0,0,0,0,0,0,0
2825,year old boy sees world raped soldier front mother find ,Sweden,1,0,1,0,0,0,0,0,0
2826,year old boy sees world raped soldier front mother find ,Latvia,1,0,1,0,0,0,0,0,0
2827,year old boy sees world raped soldier front mother find ,Ukraine,1,0,1,0,0,0,0,0,0
2828,zaporizhzhia met many mariupol escapees stayed besieged city weeks fu ,Ireland,1,0,0,0,0,0,0,0,0
2829,interesting improvised weapon spotted hands ukrainian troops mt lbu apc modded two b ,Slovenia,1,1,0,0,0,0,0,0,0
2830,modified commercial drone dropped munition ukrainian nd mechanized brigade released footage ,Italy,1,0,0,0,0,0,0,0,0
2831,john steenhuisen gone matric move phd move vote tweet ,South Africa,1,1,0,0,0,0,0,0,0
2832,another horror story liberating occupied territories found dead woman alive child tied ,Ireland,1,0,0,0,0,0,0,0,0
2833,video important understand ukrainians go every day country angelina jolie r ,China,1,1,0,0,0,0,0,0,0
2834,image remains russian otr tochka ballistic missile fired one villages sinelnikovsky ,Romania,1,0,0,0,0,0,0,0,0
2835,compare day left day invasion real military success ,Ukraine,0,1,1,0,0,0,0,0,0
2836,catastrophic explosion claimed russian tank eastern front ,Antarctica,1,1,0,0,0,0,0,0,0
2837,april attacked occupied snake island black sea amp destroyed russian anti air guns one anti ai ,France,1,1,0,0,0,0,0,0,0
2838,even coffee ,Netherlands,1,0,0,0,0,0,0,0,1
2839,colleagues amp friends french riviera ,France,0,1,0,0,0,0,0,0,0
2840,occupied territories military destroying medical infrastructure removing equipment equip ,Finland,1,0,0,0,0,0,0,0,0
2841,mayor says soldiers kill lists likely composed local collaborators names lists includ ,Netherlands,1,0,1,0,0,0,0,0,0
2842,special forces cleaning city nazi leftovers almost cleaned ,South Africa,1,0,0,0,0,0,0,0,0
2843,april assessment highlight forces appear increasingly unlikely achieve major advances eastern ,France,1,0,0,0,0,0,0,0,0
2844,right eugene kibets trying rescue cat let know successful ,Jordan,1,1,0,0,0,0,0,0,0
2845,children ,Antarctica,1,1,1,0,0,0,0,0,0
2846,another horror story liberating occupied territories found dead woman alive child tied ,Hong Kong,1,0,0,0,0,0,0,0,0
2847,free world behind farming equipment replaced shipped flown easil ,Canada,2,1,0,0,0,0,0,0,0
2848,uncommon russian ural x armored cabin captured ukrainian forces oblast note ,Portugal,1,1,0,0,0,0,0,0,0
2849,newly added russian equipment losses full list ,Chile,1,0,0,1,0,0,0,0,0
2850, russian advance stalled east says air vice marshal sean bell added troops ,Spain,0,0,0,1,0,0,0,0,0
2851,video russian army destroyed weapons received us europe shocked pro russ ,Malaysia,1,1,0,0,0,0,0,0,0
